name,chemontid,level,SUBCLASS,CHEMONT_STRING,CLASS_STRING
Cephalosporins,CHEMONTID:0000173,6,CHEMONTID:0000168,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000160;CHEMONTID:0000162;CHEMONTID:0000168;CHEMONTID:0000173,Organic compounds;Organoheterocyclic compounds;Lactams;Beta lactams;Cephems;Cephalosporins
Tris(ketoximino)silanes,CHEMONTID:0004609,6,CHEMONTID:0004445,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001370;CHEMONTID:0003194;CHEMONTID:0004445;CHEMONTID:0004609,Organic compounds;Organometallic compounds;Organometalloid compounds;Organosilicon compounds;Organoheterosilanes;Tris(ketoximino)silanes
Aminoglycosides,CHEMONTID:0000282,6,CHEMONTID:0003305,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011;CHEMONTID:0003305;CHEMONTID:0000282,Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Aminosaccharides;Aminoglycosides
Furan-3-carboxylic acid esters,CHEMONTID:0004762,6,CHEMONTID:0004759,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000076;CHEMONTID:0004758;CHEMONTID:0004759;CHEMONTID:0004762,Organic compounds;Organoheterocyclic compounds;Furans;Furoic acid and derivatives;Furan-3-carboxylic acid and derivatives;Furan-3-carboxylic acid esters
N-methylpyrroles,CHEMONTID:0002809,6,CHEMONTID:0002258,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000090;CHEMONTID:0002257;CHEMONTID:0002258;CHEMONTID:0002809,Organic compounds;Organoheterocyclic compounds;Pyrroles;Substituted pyrroles;N-substituted pyrroles;N-methylpyrroles
Beta amino acids and derivatives,CHEMONTID:0001878,6,CHEMONTID:0000347,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0001878,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Beta amino acids and derivatives"
Dihydropyridinecarboxylic acids and derivatives,CHEMONTID:0001562,6,CHEMONTID:0000367,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000089;CHEMONTID:0002224;CHEMONTID:0000367;CHEMONTID:0001562,Organic compounds;Organoheterocyclic compounds;Pyridines and derivatives;Hydropyridines;Dihydropyridines;Dihydropyridinecarboxylic acids and derivatives
3-methoxychromones,CHEMONTID:0004773,6,CHEMONTID:0000144,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000123;CHEMONTID:0003410;CHEMONTID:0000144;CHEMONTID:0004773,Organic compounds;Organoheterocyclic compounds;Benzopyrans;1-benzopyrans;Chromones;3-methoxychromones
GlcNAcb1-2Mana1-3Manb1-4Glc- (Mollu series),CHEMONTID:0001436,6,CHEMONTID:0001419,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003258;CHEMONTID:0001419;CHEMONTID:0001436,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids;Neutral glycosphingolipids;GlcNAcb1-2Mana1-3Manb1-4Glc- (Mollu series)
Cardenolide glycosides and derivatives,CHEMONTID:0001559,6,CHEMONTID:0001555,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001125;CHEMONTID:0001555;CHEMONTID:0001559,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Steroid lactones;Cardenolides and derivatives;Cardenolide glycosides and derivatives
"1,1-diunsubstituted alkanesulfonic acids and derivatives",CHEMONTID:0003313,6,CHEMONTID:0003136,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0004434;CHEMONTID:0000270;CHEMONTID:0003136;CHEMONTID:0003313,"Organic compounds;Organic acids and derivatives;Organic sulfonic acids and derivatives;Organosulfonic acids and derivatives;Alkanesulfonic acids and derivatives;1,1-diunsubstituted alkanesulfonic acids and derivatives"
Beta-diketones,CHEMONTID:0003926,6,CHEMONTID:0000133,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831;CHEMONTID:0000133;CHEMONTID:0003926,"Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds;1,3-dicarbonyl compounds;Beta-diketones"
"1,2-dithiolane-3-carboxylic acids",CHEMONTID:0003374,6,CHEMONTID:0003379,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000484;CHEMONTID:0003378;CHEMONTID:0003379;CHEMONTID:0003374,"Organic compounds;Organoheterocyclic compounds;Dithiolanes;Dithiolanecarboxylic acids;1,2-dithiolanecarboxylic acids;1,2-dithiolane-3-carboxylic acids"
Medium-chain fatty acyl CoAs,CHEMONTID:0003206,6,CHEMONTID:0001090,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0003327;CHEMONTID:0001090;CHEMONTID:0003206,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;Acyl CoAs;Medium-chain fatty acyl CoAs
Gal- (Gala series),CHEMONTID:0001089,6,CHEMONTID:0001419,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003258;CHEMONTID:0001419;CHEMONTID:0001089,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids;Neutral glycosphingolipids;Gal- (Gala series)
2-acyl-glycerol-3-phosphoserines,CHEMONTID:0001682,6,CHEMONTID:0001377,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000256;CHEMONTID:0002218;CHEMONTID:0001377;CHEMONTID:0001682,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoserines;Lysophosphatidylserines;2-acyl-glycerol-3-phosphoserines
M-methoxybenzoic acids and derivatives,CHEMONTID:0002347,6,CHEMONTID:0002344,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000176;CHEMONTID:0002344;CHEMONTID:0002347,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives;Methoxybenzoic acids and derivatives;M-methoxybenzoic acids and derivatives
"2,5-dienoyl CoAs",CHEMONTID:0003331,6,CHEMONTID:0003180,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0003327;CHEMONTID:0003180;CHEMONTID:0003331,"Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;Enoyl CoAs;2,5-dienoyl CoAs"
Polycyclic acetylenes,CHEMONTID:0002849,6,CHEMONTID:0002846,CHEMONTID:0000000;CHEMONTID:0002837;CHEMONTID:0004475;CHEMONTID:0002843;CHEMONTID:0002846;CHEMONTID:0002849,Organic compounds;Hydrocarbons;Unsaturated hydrocarbons;Acetylenes;Cyclic acetylenes;Polycyclic acetylenes
N-arylated-2-aminothiophenes,CHEMONTID:0004006,6,CHEMONTID:0004004,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000097;CHEMONTID:0001936;CHEMONTID:0004004;CHEMONTID:0004006,Organic compounds;Organoheterocyclic compounds;Thiophenes;Aminothiophenes;2-aminothiophenes;N-arylated-2-aminothiophenes
"1,3-substituted phosphonated cyclopentyl pyrimidine nucleosides",CHEMONTID:0003732,6,CHEMONTID:0003743,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003724;CHEMONTID:0003743;CHEMONTID:0003732,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;Phosphonated cyclopentyl nucleosides;1,3-substituted phosphonated cyclopentyl nucleosides;1,3-substituted phosphonated cyclopentyl pyrimidine nucleosides"
Trioses,CHEMONTID:0001356,6,CHEMONTID:0001540,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011;CHEMONTID:0001540;CHEMONTID:0001356,Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Monosaccharides;Trioses
Furanochromones,CHEMONTID:0001735,6,CHEMONTID:0000144,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000123;CHEMONTID:0003410;CHEMONTID:0000144;CHEMONTID:0001735,Organic compounds;Organoheterocyclic compounds;Benzopyrans;1-benzopyrans;Chromones;Furanochromones
2-azidobenzoic acids,CHEMONTID:0004295,6,CHEMONTID:0002565,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000176;CHEMONTID:0002565;CHEMONTID:0004295,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives;Benzoic acids;2-azidobenzoic acids
Urazoles,CHEMONTID:0003202,6,CHEMONTID:0001327,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002491;CHEMONTID:0000235;CHEMONTID:0001327;CHEMONTID:0003202,Organic compounds;Organoheterocyclic compounds;Azolidines;Triazolidines;Triazolidinones;Urazoles
GalNAcb1-4Galb1-4Glc- (Ganglio series),CHEMONTID:0003257,6,CHEMONTID:0001419,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003258;CHEMONTID:0001419;CHEMONTID:0003257,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids;Neutral glycosphingolipids;GalNAcb1-4Galb1-4Glc- (Ganglio series)
Polyprenyl diphosphates,CHEMONTID:0004277,6,CHEMONTID:0000478,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001535;CHEMONTID:0000478;CHEMONTID:0004277,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Polyprenols;Polyprenyl phosphates;Polyprenyl diphosphates
O-bromophenols,CHEMONTID:0002768,6,CHEMONTID:0002764,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0002320;CHEMONTID:0002764;CHEMONTID:0002768,Organic compounds;Benzenoids;Phenols;Halophenols;Bromophenols;O-bromophenols
Thiocarbamic acid iodides,CHEMONTID:0003433,6,CHEMONTID:0001191,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001198;CHEMONTID:0001368;CHEMONTID:0001191;CHEMONTID:0003433,Organic compounds;Organosulfur compounds;Thiocarbonyl compounds;Thiocarbamic acid derivatives;Thiocarbamic acid halides;Thiocarbamic acid iodides
6-prenylated isoflavanones,CHEMONTID:0003526,6,CHEMONTID:0001827,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506;CHEMONTID:0001612;CHEMONTID:0001827;CHEMONTID:0003526,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavans;Isoflavanones;6-prenylated isoflavanones
3-oxo delta-4-steroids,CHEMONTID:0002974,6,CHEMONTID:0003026,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001194;CHEMONTID:0003026;CHEMONTID:0002974,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Oxosteroids;3-oxosteroids;3-oxo delta-4-steroids
N-acyl-alpha-hexosamines,CHEMONTID:0002276,6,CHEMONTID:0003305,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011;CHEMONTID:0003305;CHEMONTID:0002276,Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Aminosaccharides;N-acyl-alpha-hexosamines
Thiazolidinediones,CHEMONTID:0000228,6,CHEMONTID:0000227,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002491;CHEMONTID:0000226;CHEMONTID:0000227;CHEMONTID:0000228,Organic compounds;Organoheterocyclic compounds;Azolidines;Thiazolidines;Thiazolidinones;Thiazolidinediones
N-acylglutathiones,CHEMONTID:0003051,6,CHEMONTID:0000348,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000348;CHEMONTID:0003051,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Peptides;N-acylglutathiones"
Triorganodihaloarsoranes,CHEMONTID:0004245,6,CHEMONTID:0004056,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001370;CHEMONTID:0000405;CHEMONTID:0004056;CHEMONTID:0004245,Organic compounds;Organometallic compounds;Organometalloid compounds;Organoarsenic compounds;Pentavalent organic arsenic compounds;Triorganodihaloarsoranes
Monoalkyl phosphates,CHEMONTID:0003458,6,CHEMONTID:0003457,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457;CHEMONTID:0003458,Organic compounds;Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters;Alkyl phosphates;Monoalkyl phosphates
Very long-chain 3-enoyl CoAs,CHEMONTID:0004257,6,CHEMONTID:0003180,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0003327;CHEMONTID:0003180;CHEMONTID:0004257,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;Enoyl CoAs;Very long-chain 3-enoyl CoAs
Elemanolides,CHEMONTID:0002242,6,CHEMONTID:0001543,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001283;CHEMONTID:0001543;CHEMONTID:0002242,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;Elemanolides
Alkali metal carbonate salts,CHEMONTID:0004448,6,CHEMONTID:0004449,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000364;CHEMONTID:0004447;CHEMONTID:0004449;CHEMONTID:0004448,Organic compounds;Organic acids and derivatives;Organic carbonic acids and derivatives;Carbonate salts;Metal carbonate salts;Alkali metal carbonate salts
3-hydroxyacyl CoAs,CHEMONTID:0002960,6,CHEMONTID:0001090,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0003327;CHEMONTID:0001090;CHEMONTID:0002960,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;Acyl CoAs;3-hydroxyacyl CoAs
Carotenes,CHEMONTID:0001411,6,CHEMONTID:0001277,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001554;CHEMONTID:0001277;CHEMONTID:0001411,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids;Carotenoids;Carotenes
Acridones,CHEMONTID:0001811,6,CHEMONTID:0000274,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001253;CHEMONTID:0001908;CHEMONTID:0000274;CHEMONTID:0001811,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;Benzoquinolines;Acridines;Acridones
Fatty N-acylethanolamines,CHEMONTID:0003908,6,CHEMONTID:0001096,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0000331;CHEMONTID:0001096;CHEMONTID:0003908,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty amides;N-acyl amines;Fatty N-acylethanolamines
Veatchine-type diterpenoid alkaloids,CHEMONTID:0003783,6,CHEMONTID:0003782,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001551;CHEMONTID:0003782;CHEMONTID:0003783,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids;Kaurane diterpenoids;Veatchine-type diterpenoid alkaloids
M-fluorophenols,CHEMONTID:0002773,6,CHEMONTID:0002765,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0002320;CHEMONTID:0002765;CHEMONTID:0002773,Organic compounds;Benzenoids;Phenols;Halophenols;Fluorophenols;M-fluorophenols
Purine 2'-deoxyribonucleoside triphosphates,CHEMONTID:0002145,6,CHEMONTID:0002137,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0001506;CHEMONTID:0002134;CHEMONTID:0002137;CHEMONTID:0002145,"Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Purine deoxyribonucleotides;Purine deoxyribonucleoside triphosphates;Purine 2'-deoxyribonucleoside triphosphates"
GalNAcb1-3Gala1-4Galb1-4Glc- (Globo series),CHEMONTID:0001429,6,CHEMONTID:0001419,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003258;CHEMONTID:0001419;CHEMONTID:0001429,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids;Neutral glycosphingolipids;GalNAcb1-3Gala1-4Galb1-4Glc- (Globo series)
"Perfluoroalkane N,N-alkylsulfonamides",CHEMONTID:0004047,6,CHEMONTID:0003961,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0002867;CHEMONTID:0001027;CHEMONTID:0003961;CHEMONTID:0004047,"Organic compounds;Organohalogen compounds;Alkyl halides;Alkyl fluorides;Perfluoroalkyl sulfonic acid and derivatives;Perfluoroalkane N,N-alkylsulfonamides"
"1,2-diacyl-sn-glycerol-3(2'-trimethylaminoethyl)phosphonates",CHEMONTID:0003619,6,CHEMONTID:0003617,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003616;CHEMONTID:0003620;CHEMONTID:0003617;CHEMONTID:0003619,"Organic compounds;Lipids and lipid-like molecules;Glycerophosphonolipids;Glycerophosphonocholines;Glycerol-3-phosphonocholines;1,2-diacyl-sn-glycerol-3(2'-trimethylaminoethyl)phosphonates"
Penicillins,CHEMONTID:0000174,6,CHEMONTID:0000172,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000160;CHEMONTID:0000162;CHEMONTID:0000172;CHEMONTID:0000174,Organic compounds;Organoheterocyclic compounds;Lactams;Beta lactams;Penams;Penicillins
Furan-3-carboxylic acids,CHEMONTID:0004760,6,CHEMONTID:0004759,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000076;CHEMONTID:0004758;CHEMONTID:0004759;CHEMONTID:0004760,Organic compounds;Organoheterocyclic compounds;Furans;Furoic acid and derivatives;Furan-3-carboxylic acid and derivatives;Furan-3-carboxylic acids
Thioglycosides,CHEMONTID:0002205,6,CHEMONTID:0002105,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011;CHEMONTID:0002105;CHEMONTID:0002205,Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Glycosyl compounds;Thioglycosides
4-prenylated flavanones,CHEMONTID:0003648,6,CHEMONTID:0003644,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000334;CHEMONTID:0000337;CHEMONTID:0003644;CHEMONTID:0003648,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavans;4'-prenylated flavans;4-prenylated flavanones
6-oxopurines,CHEMONTID:0001505,6,CHEMONTID:0000597,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001797;CHEMONTID:0000245;CHEMONTID:0000597;CHEMONTID:0001505,Organic compounds;Organoheterocyclic compounds;Imidazopyrimidines;Purines and purine derivatives;Purinones;6-oxopurines
2-naphthalene sulfonates,CHEMONTID:0003601,6,CHEMONTID:0003310,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000023;CHEMONTID:0003597;CHEMONTID:0003310;CHEMONTID:0003601,Organic compounds;Benzenoids;Naphthalenes;Naphthalene sulfonic acids and derivatives;Naphthalene sulfonates;2-naphthalene sulfonates
Glycosyldiacylglycerols,CHEMONTID:0003067,6,CHEMONTID:0003822,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000175;CHEMONTID:0000637;CHEMONTID:0003822;CHEMONTID:0003067,Organic compounds;Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols;Glycosyldiradylglycerols;Glycosyldiacylglycerols
Flavonoid 7-O-p-coumaroyl glycosides,CHEMONTID:0003680,6,CHEMONTID:0001583,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000334;CHEMONTID:0001111;CHEMONTID:0001583;CHEMONTID:0003680,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides;Flavonoid O-glycosides;Flavonoid 7-O-p-coumaroyl glycosides
Monocyclic acetylenes,CHEMONTID:0002848,6,CHEMONTID:0002846,CHEMONTID:0000000;CHEMONTID:0002837;CHEMONTID:0004475;CHEMONTID:0002843;CHEMONTID:0002846;CHEMONTID:0002848,Organic compounds;Hydrocarbons;Unsaturated hydrocarbons;Acetylenes;Cyclic acetylenes;Monocyclic acetylenes
Nitrosothiols,CHEMONTID:0002443,6,CHEMONTID:0004779,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0004776;CHEMONTID:0004779;CHEMONTID:0002443,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic nitroso compounds;Organic S-nitroso compounds;Nitrosothiols
Gamma amino acids and derivatives,CHEMONTID:0001880,6,CHEMONTID:0000347,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0001880,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Gamma amino acids and derivatives"
Ubiquinones,CHEMONTID:0001545,6,CHEMONTID:0002802,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001534;CHEMONTID:0002802;CHEMONTID:0001545,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids;Prenylquinones;Ubiquinones
"13,28-epoxyoleananes",CHEMONTID:0004550,6,CHEMONTID:0000180,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001553;CHEMONTID:0000180;CHEMONTID:0004550,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids;Oleanane triterpenoids;13,28-epoxyoleananes"
Primary aldimines,CHEMONTID:0002395,6,CHEMONTID:0001267,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000117;CHEMONTID:0001267;CHEMONTID:0002395,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Imines;Aldimines;Primary aldimines
3-nitrohalothiophenes,CHEMONTID:0004341,6,CHEMONTID:0004339,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000097;CHEMONTID:0004336;CHEMONTID:0004339;CHEMONTID:0004341,Organic compounds;Organoheterocyclic compounds;Thiophenes;Nitrothiophenes;Nitrohalothiophenes;3-nitrohalothiophenes
Phenyloxadiazoles,CHEMONTID:0004354,6,CHEMONTID:0002924,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0001822;CHEMONTID:0002924;CHEMONTID:0004354,"Organic compounds;Organoheterocyclic compounds;Azoles;Oxadiazoles;1,2,4-oxadiazoles;Phenyloxadiazoles"
Medium-chain 2-enoyl CoAs,CHEMONTID:0003207,6,CHEMONTID:0003180,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0003327;CHEMONTID:0003180;CHEMONTID:0003207,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;Enoyl CoAs;Medium-chain 2-enoyl CoAs
"Alpha,beta-unsaturated aldehydes",CHEMONTID:0002433,6,CHEMONTID:0003131,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831;CHEMONTID:0003131;CHEMONTID:0002433,"Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds;Alpha,beta-unsaturated carbonyl compounds;Alpha,beta-unsaturated aldehydes"
"Phenyl-1,2,4-triazoles",CHEMONTID:0003314,6,CHEMONTID:0002183,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000099;CHEMONTID:0002183;CHEMONTID:0003314,"Organic compounds;Organoheterocyclic compounds;Azoles;Triazoles;Phenyltriazoles;Phenyl-1,2,4-triazoles"
2-benzylamino-s-triazines,CHEMONTID:0004733,6,CHEMONTID:0003080,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000098;CHEMONTID:0001693;CHEMONTID:0003080;CHEMONTID:0004733,Organic compounds;Organoheterocyclic compounds;Triazines;Aminotriazines;N-aliphatic s-triazines;2-benzylamino-s-triazines
"1,2-substituted phosphonated cyclopentyl purine nucleosides",CHEMONTID:0003729,6,CHEMONTID:0003742,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003724;CHEMONTID:0003742;CHEMONTID:0003729,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;Phosphonated cyclopentyl nucleosides;1,2-substituted phosphonated cyclopentyl nucleosides;1,2-substituted phosphonated cyclopentyl purine nucleosides"
Acylsulfonic acids,CHEMONTID:0003082,6,CHEMONTID:0003081,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0004434;CHEMONTID:0000270;CHEMONTID:0003081;CHEMONTID:0003082,Organic compounds;Organic acids and derivatives;Organic sulfonic acids and derivatives;Organosulfonic acids and derivatives;Acylsulfonic acids and derivatives;Acylsulfonic acids
2-hydroxyisoflavanones,CHEMONTID:0002686,6,CHEMONTID:0001827,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506;CHEMONTID:0001612;CHEMONTID:0001827;CHEMONTID:0002686,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavans;Isoflavanones;2-hydroxyisoflavanones
"Purine 2',3'-dideoxyribonucleoside triphosphates",CHEMONTID:0002172,6,CHEMONTID:0002137,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0001506;CHEMONTID:0002134;CHEMONTID:0002137;CHEMONTID:0002172,"Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Purine deoxyribonucleotides;Purine deoxyribonucleoside triphosphates;Purine 2',3'-dideoxyribonucleoside triphosphates"
2-arylethylamines,CHEMONTID:0004253,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0004253,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amines;Primary amines;2-arylethylamines
Aurone O-glycosides,CHEMONTID:0001738,6,CHEMONTID:0001583,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000334;CHEMONTID:0001111;CHEMONTID:0001583;CHEMONTID:0001738,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides;Flavonoid O-glycosides;Aurone O-glycosides
Epoxy fatty acids,CHEMONTID:0001537,6,CHEMONTID:0001989,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0000262;CHEMONTID:0001989;CHEMONTID:0001537,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates;Heterocyclic fatty acids;Epoxy fatty acids
N-nitrosated N-hydroxyguanidines,CHEMONTID:0003281,6,CHEMONTID:0003280,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000375;CHEMONTID:0003280;CHEMONTID:0003281,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Guanidines;N-hydroxyguanidines;N-nitrosated N-hydroxyguanidines
