#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
1650	M+H	 	      58-08-2	1	Caffeine	Isolated	 	194.08	spectra/specs_ms.mgf1650	1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	 	Orbitrap	Positive	LC-ESI	195.087	lib-00012.mgf	Bronze	3	0.979646	4.0672	0.000793457	1	GNPS-LIBRARY	Najla Moufarreg	195.087	2519	0	8	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	1	195.088	spectra/specs_ms.mgf	CCMSLIB00003142435	5.43528e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	195.088
12885	M+H	 	1	Harmine	Commercial	 	212.095	spectra/specs_ms.mgf12885	 	 	Orbitrap	Positive	LC-ESI	213.102	lib-00012.mgf	Bronze	3	0.749135	1.36046	0.000289917	1	GNPS-LIBRARY	Manuel Sergi	213.102	 	0	15	CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC	1	213.102	specs_ms.mgf	CCMSLIB00004722183	1.31673e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4272	M+H-2H2O	58717365	1	11.beta.-Misoprostol	Isolated	NIST	0.0	spectra/specs_ms.mgf4272	InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20+,22?/m1/s1	N/A	HCD	Positive	ESI	347.258	lib-00034.mgf	Bronze	3	0.74907	2.28492	0.000793457	1	NIST17	NIST	347.258	N/A	0	119	CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O	1	347.257	specs_ms.mgf	CCMSLIB00003429181	8.13341e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9012	M+H-C2H4O2	509808	1	Mitraphylline	Isolated	NIST	0.0	spectra/specs_ms.mgf9012	N/A	N/A	HCD	Positive	ESI	309.16	lib-00034.mgf	Bronze	3	0.748607	31.0941	0.00961304	1	NIST17	NIST	309.16	N/A	0	7	N/A	1	309.169	specs_ms.mgf	CCMSLIB00003383940	2.44613e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
13199	M+H	489402473	1	N-Mesitylbicyclo[2.2.1]heptane-2-carboxamide	Isolated	NIST	0.0	spectra/specs_ms.mgf13199	InChI=1S/C17H23NO/c1-10-6-11(2)16(12(3)7-10)18-17(19)15-9-13-4-5-14(15)8-13/h6-7,13-15H,4-5,8-9H2,1-3H3,(H,18,19)	N/A	HCD	Positive	ESI	258.185	lib-00034.mgf	Bronze	3	0.748522	17.139	0.00442505	1	NIST17	NIST	258.185	N/A	0	5	CC1=CC(=C(C(=C1)C)NC(=O)C2CC3CCC2C3)C	1	258.181	specs_ms.mgf	CCMSLIB00003532877	6.60723e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5921	M+H-H2O	37873293	1	5,7-Dimethylquinolin-8-ol	Isolated	NIST	0.0	spectra/specs_ms.mgf5921	InChI=1S/C11H11NO/c1-7-6-8(2)11(13)10-9(7)4-3-5-12-10/h3-6,13H,1-2H3	N/A	HCD	Positive	ESI	156.081	lib-00034.mgf	Bronze	3	0.748345	1.27091	0.000198364	1	NIST17	NIST	156.081	N/A	0	5	CC1=CC(=C(C2=C1C=CC=N2)O)C	1	156.081	specs_ms.mgf	CCMSLIB00003701400	5.15872e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9228	M+H-CH8O4	53350	1	4-Pregnen-6.beta.,11.beta.,17,21-tetrol-3,20-dione	Isolated	NIST	0.0	spectra/specs_ms.mgf9228	InChI=1S/C21H30O6/c1-19-5-3-11(23)7-14(19)15(24)8-12-13-4-6-21(27,17(26)10-22)20(13,2)9-16(25)18(12)19/h7,12-13,15-16,18,22,24-25,27H,3-6,8-10H2,1-2H3/t12-,13-,15+,16-,18+,19-,20-,21-/m0/s1	N/A	HCD	Positive	ESI	295.169	lib-00034.mgf	Bronze	3	0.748055	13.9577	0.00411987	1	NIST17	NIST	295.169	N/A	0	8	CC12CCC(=O)C=C1C(CC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O	1	295.165	specs_ms.mgf	CCMSLIB00003396523	2.92678e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2112	M+H-H2O	13415866	1	.alpha.-Pyrrolidinohexanophenone	Isolated	NIST	0.0	spectra/specs_ms.mgf2112	InChI=1S/C16H23NO/c1-2-3-11-15(17-12-7-8-13-17)16(18)14-9-5-4-6-10-14/h4-6,9-10,15H,2-3,7-8,11-13H2,1H3	N/A	HCD	Positive	ESI	228.175	lib-00034.mgf	Bronze	3	0.748005	0.869353	0.000198364	1	NIST17	NIST	228.175	N/A	0	4	CCCCC(C(=O)C1=CC=CC=C1)N2CCCC2	1	228.175	specs_ms.mgf	CCMSLIB00003591988	1.43455e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4064	M+Na	188404106	1	Methyl arachidonyl fluorophosphonate	Isolated	NIST	0.0	spectra/specs_ms.mgf4064	InChI=1S/C21H36FO2P/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-25(22,23)24-2/h7-8,10-11,13-14,16-17H,3-6,9,12,15,18-21H2,1-2H3/b8-7-,11-10-,14-13-,17-16-	N/A	HCD	Positive	ESI	393.233	lib-00034.mgf	Bronze	3	0.747896	13.7364	0.00540161	1	NIST17	NIST	393.233	N/A	0	7	CCCCCC=CCC=CCC=CCC=CCCCCP(=O)(OC)F	1	393.228	specs_ms.mgf	CCMSLIB00003261587	498222	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18964	M+H-C4H4S	133040014	1	Eprosartan	Isolated	NIST	0.0	spectra/specs_ms.mgf18964	InChI=1S/C23H24N2O4S/c1-2-3-6-21-24-14-19(12-18(23(28)29)13-20-5-4-11-30-20)25(21)15-16-7-9-17(10-8-16)22(26)27/h4-5,7-12,14H,2-3,6,13,15H2,1H3,(H,26,27)(H,28,29)/b18-12+	N/A	HCD	Positive	ESI	341.15	lib-00034.mgf	Bronze	3	0.747732	24.6002	0.00839233	1	NIST17	NIST	341.15	N/A	0	5	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O	1	341.158	specs_ms.mgf	CCMSLIB00003420529	5.9451e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4215	M-H	NA	0	19(R)-hydroxy-PGB2	Isolated	N/A	0.0	spectra/specs_ms.mgf4215	N/A	N/A	LC-ESI-QTOF	Negative-10eV	LC-ESI	349.202	lib-00031.mgf	Bronze	3	0.747596	2.35959	0.000823975	1	METLIN	Metlin	349.202	N/A	0	5	N/A	1	349.201	specs_ms.mgf	CCMSLIB00000511057	2.43127e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8213	M+H-C10H10O4	23110158	1	Fumagillin	Isolated	NIST	0.0	spectra/specs_ms.mgf8213	InChI=1S/C26H34O7/c1-18(2)13-14-20-25(3,33-20)24-23(30-4)19(15-16-26(24)17-31-26)32-22(29)12-10-8-6-5-7-9-11-21(27)28/h5-13,19-20,23-24H,14-17H2,1-4H3,(H,27,28)/b7-5+,8-6+,11-9+,12-10+/t19-,20-,23-,24-,25+,26+/m1/s1	N/A	HCD	Positive	ESI	265.18	lib-00034.mgf	Bronze	3	0.747514	0.805578	0.000213623	1	NIST17	NIST	265.18	N/A	0	76	CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C	1	265.18	specs_ms.mgf	CCMSLIB00003415599	1.48611e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7881	M+H	38030578	1	all-trans-4-Ketoretinoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf7881	InChI=1S/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)/b8-6+,10-9+,14-7+,15-13+	N/A	HCD	Positive	ESI	315.195	lib-00034.mgf	Bronze	3	0.747472	12.0058	0.00378418	1	NIST17	NIST	315.195	N/A	0	4	CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	1	315.192	specs_ms.mgf	CCMSLIB00003375027	2.58948e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5978	M+H	1210839	1	N-Acetyl-5-hydroxytryptamine	Isolated	NIST	0.0	spectra/specs_ms.mgf5978	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)	N/A	Q-TOF	Positive	ESI	219.113	lib-00034.mgf	Bronze	3	0.747306	1.88025	0.000411987	1	NIST17	NIST	219.113	N/A	0	6	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	1	219.113	specs_ms.mgf	CCMSLIB00003198828	1.54037e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1940	M+H	 	0	phenylethylamide_239	Other	HW	0.0	spectra/specs_ms.mgf1940	 	 	qTof	Positive	LC-ESI	240.137	lib-00012.mgf	Bronze	3	0.746875	6.29066	0.00151062	1	GNPS-LIBRARY	HW	240.137	 	0	11	O=C(NCCc1ccccc1)Cc2ccccc2	1	240.139	specs_ms.mgf	CCMSLIB00001055094	2.93122e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2267	M+H	191282481	1	3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-	Isolated	NIST	0.0	spectra/specs_ms.mgf2267	InChI=1S/C14H22O4/c1-3-4-5-6-7-8-9-11-12(13(15)16)10(2)14(17)18-11/h11-12H,2-9H2,1H3,(H,15,16)/t11-,12+/m0/s1	N/A	HCD	Positive	ESI	255.159	lib-00034.mgf	Bronze	3	0.746641	1.97344	0.00050354	1	NIST17	NIST	255.159	N/A	0	4	CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O	1	255.159	specs_ms.mgf	CCMSLIB00003592666	2.29582e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14803	M+H-C7H7NO2	251908926	1	Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-	Isolated	NIST	0.0	spectra/specs_ms.mgf14803	InChI=1S/C27H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24-28-27(30)25-20-22-26(29)23-21-25/h6-7,9-10,12-13,15-16,20-23,29H,2-5,8,11,14,17-19,24H2,1H3,(H,28,30)/b7-6-,10-9-,13-12-,16-15-	N/A	HCD	Positive	ESI	273.258	lib-00034.mgf	Bronze	3	0.74648	14.6302	0.0039978	1	NIST17	NIST	273.258	N/A	0	14	CCCCCC=CCC=CCC=CCC=CCCCCNC(=O)C1=CC=C(C=C1)O	1	273.254	specs_ms.mgf	CCMSLIB00003592594	5.35986e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8203	M+H-C7H7IO2	1177195526	1	Nonanamide, N-[(4-hydroxy-2-iodo-5-methoxyphenyl)methyl]-8-methyl-	Isolated	NIST	0.0	spectra/specs_ms.mgf8203	InChI=1S/C18H28INO3/c1-13(2)8-6-4-5-7-9-18(22)20-12-14-10-17(23-3)16(21)11-15(14)19/h10-11,13,21H,4-9,12H2,1-3H3,(H,20,22)	N/A	HCD	Positive	ESI	184.17	lib-00034.mgf	Bronze	3	0.746473	1.07707	0.000198364	1	NIST17	NIST	184.17	N/A	0	5	CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1I)O)OC	1	184.17	specs_ms.mgf	CCMSLIB00003592831	1.28688e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12267	M+H-H4OS	38753763	1	7.alpha.-Thiospironolactone	Isolated	NIST	0.0	spectra/specs_ms.mgf12267	InChI=1S/C22H30O3S/c1-20-7-3-14(23)11-13(20)12-17(26)19-15(20)4-8-21(2)16(19)5-9-22(21)10-6-18(24)25-22/h11,15-17,19,26H,3-10,12H2,1-2H3/t15-,16-,17+,19+,20-,21-,22+/m0/s1	N/A	HCD	Positive	ESI	323.201	lib-00034.mgf	Bronze	3	0.74624	13.8802	0.00448608	1	NIST17	NIST	323.201	N/A	0	28	CC12CCC(=O)C=C1CC(C3C2CCC4(C3CCC45CCC(=O)O5)C)S	1	323.196	specs_ms.mgf	CCMSLIB00003599127	2.60414e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4350	M+H-H2O	693232	1	Dodecanedioic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf4350	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	N/A	Q-TOF	Positive	ESI	213.148	lib-00034.mgf	Bronze	3	0.746106	3.72255	0.000793457	1	NIST17	NIST	213.148	N/A	0	10	C(CCCCCC(=O)O)CCCCC(=O)O	1	213.148	specs_ms.mgf	CCMSLIB00003182255	6.86618e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14040	M+H-CH2O	0	1	3.beta.,5.beta.-Tetrahydrocortisone	Isolated	NIST	0.0	spectra/specs_ms.mgf14040	InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13+,14+,15+,18-,19+,20+,21+/m1/s1	N/A	HCD	Positive	ESI	335.222	lib-00034.mgf	Bronze	3	0.745887	0	0	1	NIST17	NIST	335.222	N/A	0	87	CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O	1	335.222	specs_ms.mgf	CCMSLIB00003619502	2.50142e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12277	M+H-CH2O	0	1	3.beta.,5.beta.-Tetrahydrocortisone	Isolated	NIST	0.0	spectra/specs_ms.mgf12277	InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13+,14+,15+,18-,19+,20+,21+/m1/s1	N/A	HCD	Positive	ESI	335.222	lib-00034.mgf	Bronze	3	0.745887	0	0	1	NIST17	NIST	335.222	N/A	0	87	CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O	1	335.222	specs_ms.mgf	CCMSLIB00003619502	2.50142e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1616	M+H	2764036	1	Linoleoylglycine	Isolated	NIST	0.0	spectra/specs_ms.mgf1616	InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-	N/A	HCD	Positive	ESI	338.269	lib-00034.mgf	Bronze	3	0.745831	3.60868	0.0012207	1	NIST17	NIST	338.269	N/A	0	4	CCCCCC=CCC=CCCCCCCCC(=O)NCC(=O)O	1	338.268	specs_ms.mgf	CCMSLIB00003483771	441343	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12779	M+H	13655522	1	Alprenolol	Isolated	NIST	0.0	spectra/specs_ms.mgf12779	InChI=1S/C15H23NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4-6,8-9,12,14,16-17H,1,7,10-11H2,2-3H3	N/A	HCD	Positive	ESI	250.18	lib-00034.mgf	Bronze	3	0.745818	0.365947	9.15527e-05	1	NIST17	NIST	250.18	N/A	0	6	CC(C)NCC(COC1=CC=CC=C1CC=C)O	1	250.18	specs_ms.mgf	CCMSLIB00003291647	4.20249e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2659	M+H-H2O	191282481	1	3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-	Isolated	NIST	0.0	spectra/specs_ms.mgf2659	InChI=1S/C14H22O4/c1-3-4-5-6-7-8-9-11-12(13(15)16)10(2)14(17)18-11/h11-12H,2-9H2,1H3,(H,15,16)/t11-,12+/m0/s1	N/A	HCD	Positive	ESI	237.148	lib-00034.mgf	Bronze	3	0.745628	1.28686	0.000305176	1	NIST17	NIST	237.148	N/A	0	55	CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O	1	237.149	specs_ms.mgf	CCMSLIB00003592689	2.06063e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
17774	M+H	N/A	0	Trp Leu Ala	Isolated	N/A	0.0	spectra/specs_ms.mgf17774	N/A	N/A	LC-ESI-QTOF	Positive-0eV	LC-ESI	389.218	lib-00031.mgf	Bronze	3	0.745512	4.86126	0.00189209	1	METLIN	Metlin	389.218	N/A	0	4	N/A	1	389.216	specs_ms.mgf	CCMSLIB00000513846	2.18946e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7713	M+H-H2O	125559742	1	9-Oxo-10E,12Z,15Z-octadecatrienoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf7713	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b4-3-,8-6-,14-11+	N/A	IT-FT/ion trap with FTMS	Positive	ESI	275.201	lib-00034.mgf	Bronze	3	0.74546	0.332676	9.15527e-05	1	NIST17	NIST	275.201	N/A	0	71	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O	1	275.201	specs_ms.mgf	CCMSLIB00003257756	2.35851e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8325	M+H	72231	1	11-Dehydrocorticosterone	Isolated	NIST	0.0	spectra/specs_ms.mgf8325	InChI=1S/C21H28O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-16,19,22H,3-8,10-11H2,1-2H3/t14-,15-,16+,19+,20-,21-/m0/s1	N/A	HCD	Positive	ESI	345.206	lib-00034.mgf	Bronze	3	0.745085	0.88404	0.000305176	1	NIST17	NIST	345.206	N/A	0	127	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C	1	345.206	specs_ms.mgf	CCMSLIB00003705759	3.5493e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4541	M+H	122-84-9	0	1-(4-Methoxyphenyl)-2-propanone	Isolated	N/A	0.0	spectra/specs_ms.mgf4541	InChI=1S/C10H12O2/c1-8(11)7-9-3-5-10(12-2)6-4-9/h3-6H,7H2,1-2H3	N/A	LC-ESI-QTOF	Positive-10eV	LC-ESI	165.091	lib-00031.mgf	Bronze	3	0.745033	1.3864	0.000228882	1	METLIN	Metlin	165.091	N/A	0	13	N/A	1	165.091	specs_ms.mgf	CCMSLIB00000508436	1.3051e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5615	M+H	0	1	Thr-Asp-Arg	Isolated	NIST	0.0	spectra/specs_ms.mgf5615	InChI=1S/C14H26N6O7/c1-6(21)10(15)12(25)20-8(5-9(22)23)11(24)19-7(13(26)27)3-2-4-18-14(16)17/h6-8,10,21H,2-5,15H2,1H3,(H,19,24)(H,20,25)(H,22,23)(H,26,27)(H4,16,17,18)	N/A	Q-TOF	Positive	ESI	391.194	lib-00034.mgf	Bronze	3	0.744866	7.17705	0.00280762	1	NIST17	NIST	391.194	N/A	0	4	CC(C(C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	1	391.196	specs_ms.mgf	CCMSLIB00003219129	1.7114e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2873	M+H-C9H20O	112830952	1	6H-Dibenzo[b,d]pyran-9-methanol, 3-(1,1-dimethylheptyl)-6a,7,10,10a-tetrahydro-1-hydroxy-6,6-dimethyl-, (6aR,10aR)-	Isolated	NIST	0.0	spectra/specs_ms.mgf2873	InChI=1S/C25H38O3/c1-6-7-8-9-12-24(2,3)18-14-21(27)23-19-13-17(16-26)10-11-20(19)25(4,5)28-22(23)15-18/h10,14-15,19-20,26-27H,6-9,11-13,16H2,1-5H3/t19-,20-/m1/s1	N/A	HCD	Positive	ESI	243.138	lib-00034.mgf	Bronze	3	0.744864	14.8108	0.00360107	1	NIST17	NIST	243.138	N/A	0	12	CCCCCCC(C)(C)C1=CC2=C(C3CC(=CCC3C(O2)(C)C)CO)C(=C1)O	1	243.142	specs_ms.mgf	CCMSLIB00003554203	2.18444e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9603	M+H-2H2O	13611104	1	7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol	Isolated	NIST	0.0	spectra/specs_ms.mgf9603	InChI=1S/C21H36O2/c1-13-11-14-12-15(22)5-8-19(14,2)16-6-9-20(3)17(18(13)16)7-10-21(20,4)23/h13-18,22-23H,5-12H2,1-4H3/t13-,14-,15-,16+,17+,18-,19+,20+,21+/m1/s1	N/A	HCD	Positive	ESI	285.258	lib-00034.mgf	Bronze	3	0.744648	14.3357	0.00408936	1	NIST17	NIST	285.258	N/A	0	19	CC1CC2CC(CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C)O	1	285.254	specs_ms.mgf	CCMSLIB00003496029	4.88708e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14575	M+H-C2H4O2	509808	1	Mitraphylline	Isolated	NIST	0.0	spectra/specs_ms.mgf14575	N/A	N/A	HCD	Positive	ESI	309.16	lib-00034.mgf	Bronze	3	0.744564	31.0941	0.00961304	1	NIST17	NIST	309.16	N/A	0	7	N/A	1	309.169	specs_ms.mgf	CCMSLIB00003383940	1.49512e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3541	M+H	54232596	1	9-Oxo-10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf3541	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+	N/A	HCD	Positive	ESI	295.227	lib-00034.mgf	Bronze	3	0.744561	2.68762	0.000793457	1	NIST17	NIST	295.227	N/A	0	48	CCCCCC=CC=CC(=O)CCCCCCCC(=O)O	1	295.226	specs_ms.mgf	CCMSLIB00003255532	679150	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1087	M+H-H2O	94421677	1	Palmitoleoyl ethanolamide	Isolated	NIST	0.0	spectra/specs_ms.mgf1087	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)/b8-7-	N/A	HCD	Positive	ESI	280.263	lib-00034.mgf	Bronze	3	0.744488	0	0	1	NIST17	NIST	280.263	N/A	0	21	CCCCCCC=CCCCCCCCC(=O)NCCO	1	280.263	specs_ms.mgf	CCMSLIB00003329338	4.11038e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
20683	M+NH4	25597335	1	Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf20683	N/A	N/A	QqQ	Positive	ESI	332.279	lib-00030.mgf	Bronze	3	0.74424	2.11239	0.000701904	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	332.279	N/A	0	34	N/A	1	332.28	specs_ms.mgf	CCMSLIB00003135619	1.21391e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
13263	M+H-H2O	197247237	1	Dinor-12-oxophytodienoic Acid	Isolated	NIST	0.0	spectra/specs_ms.mgf13263	N/A	N/A	HCD	Positive	ESI	247.169	lib-00033.mgf	Bronze	3	0.744214	16.1744	0.0039978	1	NIST14	NIST	247.169	N/A	0	12	N/A	1	247.173	specs_ms.mgf	CCMSLIB00000237671	2.21103e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
11280	M+H-H2O	69648380	1	(R)-Butaprost	Isolated	NIST	0.0	spectra/specs_ms.mgf11280	N/A	N/A	HCD	Positive	ESI	391.284	lib-00034.mgf	Bronze	3	0.743967	1.24789	0.000488281	1	NIST17	NIST	391.284	N/A	0	8	N/A	1	391.285	specs_ms.mgf	CCMSLIB00003337420	4.77131e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9084	M+H	32448365	1	5-(Galactosylhydroxy)-L-lysine	Isolated	NIST	0.0	spectra/specs_ms.mgf9084	InChI=1S/C12H24N2O8/c13-3-5(1-2-6(14)11(19)20)21-12-10(18)9(17)8(16)7(4-15)22-12/h5-10,12,15-18H,1-4,13-14H2,(H,19,20)/t5?,6-,7+,8-,9-,10+,12?/m0/s1	N/A	HCD	Positive	ESI	325.16	lib-00034.mgf	Bronze	3	0.743841	12.6703	0.00411987	1	NIST17	NIST	325.16	N/A	0	5	C(CC(C(=O)O)N)C(CN)OC1C(C(C(C(O1)CO)O)O)O	1	325.165	specs_ms.mgf	CCMSLIB00003332920	1.91146e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18492	M+H	N/A	0	Ile Trp Thr	Isolated	N/A	0.0	spectra/specs_ms.mgf18492	N/A	N/A	LC-ESI-QTOF	Positive-0eV	LC-ESI	419.229	lib-00031.mgf	Bronze	3	0.743101	4.22208	0.00177002	1	METLIN	Metlin	419.229	N/A	0	5	N/A	1	419.227	specs_ms.mgf	CCMSLIB00000514542	4.51969e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
11034	M+H	N/A	0	Ile Trp Thr	Isolated	N/A	0.0	spectra/specs_ms.mgf11034	N/A	N/A	LC-ESI-QTOF	Positive-0eV	LC-ESI	419.229	lib-00031.mgf	Bronze	3	0.743101	4.51326	0.00189209	1	METLIN	Metlin	419.229	N/A	0	5	N/A	1	419.227	specs_ms.mgf	CCMSLIB00000514542	4.51969e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
